id,title,link,company,snippet,area
1652,Creating the World's First LLM Benchmark for CRM,https://blog.salesforceairesearch.com/llm-benchmark-crm/,Salesforce,"Jul 18, 2024 ... We have developed the world's first LLM benchmark for CRM to assess the efficacy of generative AI models for business applications. · We evaluate LLMs for sales ...",Others
6138,"New on Azure Marketplace: June 14-20, 2024 - Microsoft ...",https://techcommunity.microsoft.com/t5/marketplace-blog/new-on-azure-marketplace-june-14-20-2024/ba-p/4157312,Microsoft,"Jun 27, 2024 ... ... software that facilitates communication between different ... Generative AI-based Copilot Development: WAi Technologies offers a contextual generative AI ...",Others
31,NVIDIA BioNeMo Enables Generative AI for Drug Discovery on AWS,https://blogs.nvidia.com/blog/bionemo-on-aws-generative-ai-drug-discovery/,Nvidia,"Nov 28, 2023 ... They will now be able to access BioNeMo to build or customize digital biology foundation models ... large language models (LLMs), data loaders and ...",SE for FM/LLM/GenAI
6314,2023 / 2024 Webcast series around the SAP integration strategy and our E2E business process solution portfolio (Design-to-Operate) - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/2023-2024-webcast-series-around-the-sap-integration-strategy-and-our-e2e/ba-p/13577423,SAP,"Dec 6, 2023 ... ... software portfolio offered by SAP benefits from implementing and embedding ... Enterprise Automation: Deep Dive into the new Generative AI capabilities!",Others
3515,Ultralow latency seismic interpretation on AWS Local Zones | AWS ...,https://aws.amazon.com/blogs/industries/ultralow-latency-seismic-interpretation-on-aws-local-zones/,Amazon,"Nov 17, 2023 ... Host monitoring and recovery, data replication, snapshots, and software updates are automatically configured and managed for you. ... What is Generative AI?",Others
3053,Speed up your time series forecasting by up to 50 percent with Amazon SageMaker Canvas UI and AutoML APIs,https://aws.amazon.com/blogs/machine-learning/speed-up-your-time-series-forecasting-by-up-to-50-percent-with-amazon-sagemaker-canvas-ui-and-automl-apis/,Amazon,"Sep 28, 2023 ... Ridhim Rastogi a Software Development Engineer who works on Amazon SageMaker service team at AWS. ... What is Generative AI? AWS Cloud Security · What's New ...",SE for FM/LLM/GenAI
1320,SAP Inside Track Bangalore 2024: Generative AI Extravaganza - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/sap-inside-track-bangalore-2024-generative-ai-extravaganza/ba-p/13614109,SAP,"Feb 21, 2024 ... We also discussed the two main concepts that make Foundation Models and Large Language Modes (LLMs) so successful, token embeddings and transformer learning.",SE for FM/LLM/GenAI
2771,"Establish a cloud financial management “flywheel” to continuously improve cost transparency, control, forecasting, and optimization",https://aws.amazon.com/blogs/aws-cloud-financial-management/establish-a-cloud-financial-management-flywheel-to-continuously-improve-cost-transparency-control-forecasting-and-optimization/,Amazon,"Aug 25, 2023 ... Early in the Software Development Lifecycle (SDLC), the CFMO engages with ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
4498,Six E-Commerce Essentials for Running Your SMB in the Cloud,https://aws.amazon.com/blogs/smb/six-e-commerce-essentials-for-running-your-smb-in-the-cloud/,Amazon,"Mar 26, 2024 ... Another option is to seek out customer support software built specifically for SMBs that requires minimal setup. ... What is Generative AI? AWS Cloud ...",Others
6723,5 Steps to Data Strategy in the Age of AI | Salesforce,https://www.salesforce.com/blog/personalized-ai-data-strategy/,Salesforce,"Sep 7, 2023 ... Software-Defined Vehicle (SDV) ... Ensure regulatory compliance: Based on a recent survey, 79% of IT leaders believe generative AI will introduce new security ...",Others
4616,Accelerate security automation using Amazon CodeWhisperer,https://aws.amazon.com/blogs/security/accelerate-security-automation-using-amazon-codewhisperer/,Amazon,"Apr 15, 2024 ... ... software. By using CodeWhisperer, security teams can expedite the process of ... Note: The underlying model of CodeWhisperer is powered by generative AI, and the ...",FM/LLM/GenAI for SE
1129,Build 2024 Recap: Bridging the chasm between your ML and app devs,https://devblogs.microsoft.com/semantic-kernel/build-2024-recap-bridging-the-chasm-between-your-ml-and-app-devs/,Microsoft,"May 28, 2024 ... ... Software Engineer), Luis Quintanilla (Senior Product Manager), and Vin ... Generative AI application stack – providing long term memory to LLMs – in ...",SE for FM/LLM/GenAI
3027,Enable external pipeline deployments to AWS Cloud by using IAM Roles Anywhere,https://aws.amazon.com/blogs/security/enable-external-pipeline-deployments-to-aws-cloud-by-using-iam-roles-anywhere/,Amazon,"Sep 26, 2023 ... They are used to automate the configuration, orchestration, and deployment of infrastructure code or software. ... What is Generative AI? AWS Cloud ...",Others
4180,Future of Government Awards 2023 celebrate use of technology to transform people’s lives,https://aws.amazon.com/blogs/publicsector/future-of-government-awards-2023-celebrate-use-of-technology-to-transform-peoples-lives/,Amazon,"Feb 15, 2024 ... When a government organization develops a solution to meet a shared common need and publishes their solution as open source software ... What is Generative AI?",Others
3547,How Snorkel AI achieved over 40% cost savings by scaling machine learning workloads using Amazon EKS,https://aws.amazon.com/blogs/startups/how-snorkel-ai-achieved-over-40-cost-savings-by-scaling-machine-learning-workloads-using-amazon-eks/,Amazon,"Nov 21, 2023 ... ... foundation models (FMs) and large language models (LLMs) to perform with high accuracy on domain-specific datasets. ... software. Snorkel implemented the ...",SE for FM/LLM/GenAI
6983,Why Get Salesforce Certified? | Salesforce,https://www.salesforce.com/blog/why-get-salesforce-certified/,Salesforce,"Jun 25, 2024 ... I had experience using many different software platforms, and, backed by ... 3 Ways Generative AI Will Help Marketers Connect With Customers. 3 min read.",Others
3557,Manage your AWS multi-account environment with Account Factory for Terraform (AFT),https://aws.amazon.com/blogs/mt/manage-your-aws-multi-account-environment-with-account-factory-for-terraform-aft/,Amazon,"Nov 22, 2023 ... Independent software vendors (ISVs) are AWS Partners who build products or ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press ...",Others
1805,"RTX Video Super Resolution Update Enhances Video Quality, Detail Preservation and Expands to GeForce RTX 20 Series GPUs",https://blogs.nvidia.com/blog/rtx-video-super-resolution-ai-obs-broadcast/,Nvidia,"Oct 17, 2023 ... OBS is Runbee's preferred open-source software for video recording and livestreaming on Twitch. For maximum efficiency, Runebee deploys her GeForce RTX 4080 ...",Others
6200,Options to Back-up Your SAP Analytics Cloud Planning Scenarios - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/options-to-back-up-your-sap-analytics-cloud-planning-scenarios/ba-p/13577607,SAP,"Sep 8, 2023 ... Software Product Function · Extended Planning and ... Knowledge graphs for LLM grounding and avoiding hallucination in Technology Blogs by SAP Thursday ...",Others
4463,Use location data with AWS IoT Device Management to monitor and manage your IoT fleet,https://aws.amazon.com/blogs/iot/aws-iot-device-management-location-indexing-geoquery/,Amazon,"Mar 25, 2024 ... ... Software Package Catalog, and AWS IoT Device Defender violations. With ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
995,Accelerating Sustainability with AI: A Playbook - Microsoft On the ...,https://blogs.microsoft.com/on-the-issues/2023/11/16/accelerating-sustainability-ai-playbook/,Microsoft,"Nov 16, 2023 ... We are working with partners to use large language models (LLMs) to access ... We have partnered with the Green Software Foundation to develop and advance carbon- ...",Others
3902,Achieve high availability in Amazon OpenSearch Multi-AZ with Standby enabled domains: A deep dive into failovers,https://aws.amazon.com/blogs/big-data/achieve-high-availability-in-amazon-opensearch-multi-az-with-standby-enabled-domains-a-deep-dive-into-failovers/,Amazon,"Jan 10, 2024 ... Anshu Agarwal is a Senior Software Engineer working on AWS OpenSearch at Amazon Web Services. ... What is Generative AI? AWS Cloud Security · What's New ...",Others
4849,Testing and debugging Amazon CloudWatch Synthetics canary locally,https://aws.amazon.com/blogs/mt/testing-and-debugging-amazon-cloudwatch-synthetics-canary-locally/,Amazon,"May 10, 2024 ... Sudhakar Reddy is a Software Development Engineer on the AWS Application Observability team. ... What is Generative AI? AWS Cloud Security · What's New · Blogs ...",Others
134,"Optimizing Inference on Large Language Models with NVIDIA TensorRT-LLM, Now Publicly Available",https://developer.nvidia.com/blog/optimizing-inference-on-llms-with-tensorrt-llm-now-publicly-available/,Nvidia,"Oct 19, 2023 ... This open-source library is now available for free on the /NVIDIA/TensorRT-LLM GitHub repo and as part of the NVIDIA NeMo framework. Large language models (LLMs) ...",SE for FM/LLM/GenAI
2287,Developing Production-Ready AI Sensor Processing Applications with NVIDIA Holoscan 1.0,https://developer.nvidia.com/blog/developing-production-ready-ai-sensor-processing-applications-with-nvidia-holoscan-1-0/,Nvidia,"Mar 20, 2024 ... ... Generative AI ... NVIDIA AI Enterprise now provides security patches and critical bug fixes with guaranteed API stability for the Holoscan software stack.",SE for FM/LLM/GenAI
5369,How Mixbook used generative AI to offer personalized photo book experiences,https://aws.amazon.com/blogs/machine-learning/how-mixbook-used-generative-ai-to-offer-personalized-photo-book-experiences/,Amazon,"Jul 15, 2024 ... ... Software Best Use of AI & Machine Learning. “AWS enables us to scale the innovations our customers love most. And now, with the new AWS generative AI ...",SE for FM/LLM/GenAI
232,Universal Audience Onboarding Framework: Fast Track to Navigate Beyond Cookies,https://blog.developer.adobe.com/universal-audience-onboarding-framework-fast-track-to-navigate-beyond-cookies-be48bf852279,Adobe,"Jul 17, 2024 ... Kamal is a seasoned Software Architect with 20+ years' experience ... Generative AI Recommended Reading. 52 stories·1243 saves. IMAGE: A screenshot ...",Others
6725,What Is Upselling? A Complete Guide + Examples | Salesforce,https://www.salesforce.com/blog/what-is-upselling/,Salesforce,"Sep 5, 2023 ... 3 Ways Generative AI Will Help Marketers Connect With Customers. 3 min read ... Partner relationship management software shown on a laptop · Partner ...",Others
5401,Preserving client IP address with Proxy protocol v2 and Network Load Balancer,https://aws.amazon.com/blogs/networking-and-content-delivery/preserving-client-ip-address-with-proxy-protocol-v2-and-network-load-balancer/,Amazon,"Jul 16, 2024 ... Before joining AWS, he specialized in software-defined networking for a fintech. ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press ...",Others
1762,Unleashing Next-Gen AI & HPC Performance with the ... - AMD ...,https://community.amd.com/t5/ai/unleashing-next-gen-ai-amp-hpc-performance-with-the-latest/ba-p/700217,AMD,"6 days ago ... Designed for Large Language Models (LLMs), vLLM addresses key inferencing ... LLM.Int8() quantization optimizes AI allowing effective deployment of ...",SE for FM/LLM/GenAI
4627,Unlocking Operational Excellence with Industrial Operations Optimization Solutions by AWS and Siemens Introduction,https://aws.amazon.com/blogs/industries/industrial-operations-optimization-solutions-by-aws-and-siemen/,Amazon,"Apr 17, 2024 ... Siemens Digital Industries software and AWS Industrial IoT have teamed up to accelerate manufacturing digital transformation through ready-to-deploy Industrial ...",Others
6327,Check Out the New Face of Document Translation: From API-only to User-Friendly! - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/check-out-the-new-face-of-document-translation-from-api-only-to-user/ba-p/13574462,SAP,"Nov 27, 2023 ... Software Product. View products (2). Labels: Product Updates · machinetranslation ... Generative AI in Technology Blogs by Members 04-27-2024; How to use AI ...",Others
6656,Conversational AI for your multicloud business applications,https://blogs.oracle.com/ai-and-datascience/post/conversational-ai-multicloud-business-applications,Oracle,"Mar 29, 2024 ... Oracle software-as-a-service (SaaS) applications, like Oracle Fusion Cloud ... Beginner's Guide to Engineering Prompts for LLMs. Shailender Singh | 9 ...",SE for FM/LLM/GenAI
3773,How the Imaging Data Commons migrated 40 million medical images using AWS DataSync,https://aws.amazon.com/blogs/publicsector/how-the-imaging-data-commons-migrated-40-million-medical-images-using-aws-datasync/,Amazon,"Dec 13, 2023 ... George is a software engineer at the Institute for Systems Biology working ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press ...",Others
1970,"NVIDIA Jetson Project of the Month: This Autonomous Soccer Robot Can Aim, Shoot, and Score",https://developer.nvidia.com/blog/jetson-project-of-the-month-this-autonomous-soccer-robot-can-point-shoot-and-score/,Nvidia,"Aug 10, 2023 ... ... Generative AI(429). Networking(273). Recommenders / Personalization(124) ... software latency, and communication dropouts, forcing teams to develop ...",Others
1037,Looking back on FY24: from Copilots empowering human achievement to leading AI Transformation,https://blogs.microsoft.com/blog/2024/07/29/looking-back-on-fy24-from-copilots-empowering-human-achievement-to-leading-ai-transformation/,Microsoft,"Jul 29, 2024 ... Starting this month, nearly two million Audi models made since 2021 are being upgraded with this generative AI ... Visma develops and tests software for ...",Others
2472,NVIDIA Text Embedding Model Tops MTEB Leaderboard | NVIDIA ...,https://developer.nvidia.com/blog/nvidia-text-embedding-model-tops-mteb-leaderboard/,Nvidia,"Jun 10, 2024 ... LLM-powered “Talk to your Data” pipelines rely ... Securing Generative AI Deployments with NVIDIA NIM and NVIDIA NeMo Guardrails. Securing Generative AI ...",Others
2703,How to automate the review and validation of permissions for users and groups in AWS IAM Identity Center,https://aws.amazon.com/blogs/security/how-to-automate-the-review-and-validation-of-permissions-for-users-and-groups-in-aws-iam-identity-center/,Amazon,"Aug 16, 2023 ... Yee Fei is a Solutions Architect supporting independent software vendor (ISV) ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press ...",Others
1913,Taiwan Electronics Giants Drive Industrial Automation With NVIDIA Metropolis and NIM,https://blogs.nvidia.com/blog/computex-metropolis-nim/,Nvidia,"Jun 2, 2024 ... ... generative AI and digital twins as a foundation. AI agents — driven by large language models (LLMs) — are being built that can talk and assist on warehouse ...",SE for FM/LLM/GenAI
3799,Collaborative Neuron Tracing on AWS | Desktop and Application ...,https://aws.amazon.com/blogs/desktop-and-application-streaming/collaborative-neuron-tracing-on-aws/,Amazon,"Dec 20, 2023 ... Software tools for visualization and annotation of the image volumes enable annotators to follow the neurons through-out the brain and reconstruct their ...",Others
4632,How to Enhance Your Zero-Trust Security Journey on AWS with Cisco Duo,https://aws.amazon.com/blogs/apn/how-to-enhance-your-zero-trust-security-journey-on-aws-with-cisco-duo/,Amazon,"Apr 16, 2024 ... Cisco brings to cloud a comprehensive portfolio of software ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
2995,How Accenture Reimagines Supply Chain Operations Using SynOps for Supply Chain on AWS,https://aws.amazon.com/blogs/apn/how-accenture-reimagines-supply-chain-operations-using-synops-for-supply-chain-on-aws/,Amazon,"Sep 25, 2023 ... ... software applications, including Coupa, SAP Ariba, Oracle, and Workday. It's ... Generative AI is used to train and develop machine learning (ML) ...",Others
988,Microsoft expands partnership with Oracle to bring customers’ mission-critical database workloads to Azure,https://blogs.microsoft.com/blog/2023/09/14/microsoft-expands-partnership-with-oracle-to-bring-customers-mission-critical-database-workloads-to-azure/,Microsoft,"Sep 14, 2023 ... Software Software. Windows Apps · AI · Outlook · OneDrive · Microsoft Teams ... With the recent advances in generative AI, businesses face new urgency to ...",Others
6211,SAP Event Mesh: Trial to be retired - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/sap-event-mesh-trial-to-be-retired/bc-p/13558980,SAP,"Sep 30, 2023 ... https://developers.sap.com/tutorial-navigator.html?tag=software-product%3Atechnology-platform%2Fsap-... ... Generate Process Models with GenAI in Technology Blogs ...",Others
6169,Troubleshooting Flexible Workflow issues - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/troubleshooting-flexible-workflow-issues/ba-p/13575873,SAP,"Aug 10, 2023 ... MM Purchasing · SAP Fiori. Software Product · SAP Fiori ... Knowledge graphs for LLM grounding and avoiding hallucination in Technology Blogs by SAP 2 weeks ago.",Others
124,Deploy GPU-Optimized AI Software with One Click Using Brev.dev and NVIDIA NGC Catalog,https://developer.nvidia.com/blog/deploy-gpu-optimized-ai-software-with-one-click-using-brev-dev-and-nvidia-ngc-catalog/,Nvidia,"Jul 1, 2024 ... This section walks through an example Jupyter Notebook focused on fine-tuning large language models (LLMs). ... generative AI, anywhere. It includes tools ...",SE for FM/LLM/GenAI
221,Create Low-Code Document Workflows in Workfront | by Ben ...,https://blog.developer.adobe.com/create-low-code-document-workflows-in-workfront-a0839d6acb8,Adobe,"Aug 24, 2023 ... How to Develop a QA Strategy with Generative AI. The integration of ... The resume that got a software engineer a $300,000 job at Google. 1-page. Well ...",Others
768,Ahead of the curve: How generative AI is revolutionizing the content ...,https://www.ibm.com/blog/ahead-of-the-curve-how-generative-ai-is-revolutionizing-the-content-supply-chain/,IBM,"Mar 25, 2024 ... ... GenAI. Was this article helpful? YesNo. Tags. artificial ... How two software companies are using IBM watsonx for their enterprise generative AI solutions.",Others
1842,High Can See Clearly Now: AI-Powered NVIDIA RTX Video HDR Transforms Standard Video Into Stunning High Dynamic Range,https://blogs.nvidia.com/blog/rtx-video-hdr-remix-studio-driver/,Nvidia,"Jan 24, 2024 ... RTX Remix open beta adds full ray tracing, DLSS, Reflex and generative AI tools for modders; the new GeForce RTX 4070 Ti SUPER is available now; the January ...",Others
3623,"Icometrix helps to detect and treat neurological diseases with AI imaging, powered by AWS",https://aws.amazon.com/blogs/publicsector/icometrix-helps-to-detect-and-treat-neurological-diseases-with-ai-imaging-powered-by-aws/,Amazon,"Nov 27, 2023 ... Jeroen is a senior software engineer at icometrix with a strong background in medical imaging and cloud infrastructure. ... What is Generative AI? AWS ...",SE for FM/LLM/GenAI
6601,Integrating Joule with S/4 HANA Private cloud Edit... - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/integrating-joule-with-s-4-hana-private-cloud-edition/ba-p/13771094,SAP,"Jul 25, 2024 ... ... GenAI and More in Technology Blogs by SAP 2 hours ago; SAP Enable Now ... Become an AI early adopter of the generative AI hub (via SAP AI Core) - Last ...",Others
6283,A Hitchhiker's Guide to SAP Fiori User Experience ... - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/a-hitchhiker-s-guide-to-sap-fiori-user-experience-and-its-technologies/ba-p/13581058,SAP,"Nov 15, 2023 ... Harness the Power of Generative AI for Enterprise Automation! in ... GenAI Reference Solution Architecture on SAP Business Technology Platform in ...",Others
1050,Building your own DB Copilot for Azure SQL with Azure OpenAI GPT-4,https://devblogs.microsoft.com/azure-sql/building-your-own-db-copilot-for-azure-sql-with-azure-openai-gpt-4/,Microsoft,"Aug 25, 2023 ... Large Language Models (LLMs) have proven exceptional capabilities in chatting with unstructured, text data. But what if we want to interact with structured ...",SE for FM/LLM/GenAI
5286,Meet Our New AWS Ambassadors from Q2 2024 and Explore Latest Activities,https://aws.amazon.com/blogs/apn/meet-our-new-aws-ambassadors-from-q2-2024-and-explore-latest-activities/,Amazon,"Jul 8, 2024 ... The AWS Ambassador Program is a vibrant worldwide community of AWS experts, known as AWS Ambassadors, from AWS Partner Network (APN) Services and Software ...",Others
1492,Multiple vulnerabilities in Adobe Acrobat Reader could lead to remote code execution,https://blog.talosintelligence.com/vulnerability-roundup-feb-27-2024/,CISCO,"Feb 28, 2024 ... ... software currently available. Adversaries could exploit ... cpp is a project written in C/C++ that provides inference for Large Language Models (LLMs).",Others
2620,Integrate Generative AI into OpenUSD Workflows Using New NVIDIA Omniverse Developer Tools,https://developer.nvidia.com/blog/integrate-generative-ai-into-openusd-workflows-using-new-nvidia-omniverse-developer-tools/,Nvidia,"Jul 29, 2024 ... Bringing generative AI to OpenUSD workflows · USD Code NIM microservice: State-of-the-art LLM that answers OpenUSD knowledge queries and generates USD-Python ...",SE for FM/LLM/GenAI
194,Bringing Generative AI to the Edge with NVIDIA Metropolis Microservices for Jetson,https://developer.nvidia.com/blog/bringing-generative-ai-to-the-edge-with-nvidia-metropolis-microservices-for-jetson/,Nvidia,"Jan 23, 2024 ... ... Foundation Models(3). Audio / Speech Synthesis(42). Automatic Mixed Precision ... Software Generation(5). Codestral Mamba(1). Computational Chemistry ...",SE for FM/LLM/GenAI
6822,6 Ways AI is Already Revolutionizing Education,https://www.salesforce.com/blog/ai-in-education/,Salesforce,"Jan 22, 2024 ... Software-Defined Vehicle (SDV) · Automotive Pricing. Communications. Back ... Generative AI resumes for job seekers. Translating skills from one industry ...",Others
4194,How AWS Partners Can Achieve Sustainability Goals with a Cloud Center of Excellence,https://aws.amazon.com/blogs/apn/how-aws-partners-can-achieve-sustainability-goals-with-a-cloud-center-of-excellence/,Amazon,"Feb 16, 2024 ... For training large deep learning models, which includes large language models (LLMs) ... AWS Marketplace has software-as-a-service (SaaS) solutions ...",Others
2882,Remote Rendering for Real-time AR Applications at AWS Edge,https://aws.amazon.com/blogs/industries/remote-rendering-for-real-time-ar-applications-at-aws-edge/,Amazon,"Sep 12, 2023 ... ... software vendors. Previously, Jim worked at Cisco in roles of Cloud ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
6202,Joins on Internal Tables? ‒ The ABAP SQL Table Buffer Engine is grown up! - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/joins-on-internal-tables-the-abap-sql-table-buffer-engine-is-grown-up/ba-p/13572640,SAP,"Aug 29, 2023 ... Software Product Function. View products (3). Labels ... Knowledge graphs for LLM grounding and avoiding hallucination in Technology Blogs by SAP Thursday ...",Others
6759,How to Improve Your Email Workflow—With Examples | Salesforce,https://www.salesforce.com/blog/email-workflow/,Salesforce,"Nov 2, 2023 ... What are Large Language Models (LLMs)?. 6 min read. Another way to define an ... Whether we're discussing predictive or generative AI, it's top of mind for ...",Others
252,Be part of the evolution of generative AI with the Firefly community tab,https://blog.adobe.com/en/publish/2024/03/06/be-part-evolution-generative-ai-with-firefly-community-tab,Adobe,"Mar 6, 2024 ... Introducing the Adobe Firefly Community tab. Explore the Community gallery to find what other users are creating and how they use generative AI in their ...",Others
6044,"Pathways to optimize, migrate, and modernize your VMware ...",https://www.ibm.com/blog/pathways-to-optimize-migrate-modernize-your-vmware-workloads-to-aws/,IBM,"Jul 15, 2024 ... Software as a service (SaaS) approach: Applications running on VMware can be ... generative AI (gen AI) and automation to achieve rapid transformation at scale.",SE for FM/LLM/GenAI
4696,Tips from IDC to improve the environmental sustainability of your IT workloads,https://aws.amazon.com/blogs/aws-insights/tips-from-idc-to-improve-the-environmental-sustainability-of-your-it-workloads/,Amazon,"Apr 23, 2024 ... Embracing OT-IT Convergence: How Automation Software Management Can Enhance OT Security ... (generative AI) workloads in public cloud data centers is more energy ...",Others
2743,How to add notifications and manual approval to an AWS CDK Pipeline,https://aws.amazon.com/blogs/devops/how-to-add-notifications-and-manual-approval-to-an-aws-cdk-pipeline/,Amazon,"Aug 17, 2023 ... An SNS topic is a logical access point that acts as a communication channel while Chatbot is an AWS service that enables DevOps and software development ...",Others
5050,Integrate Tableau and Okta with Amazon Redshift using AWS IAM Identity Center,https://aws.amazon.com/blogs/big-data/integrate-tableau-and-okta-with-amazon-redshift-using-aws-iam-identity-center/,Amazon,"Jun 3, 2024 ... He collaborates with strategic independent software vendor (ISV) partners ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
2984,Siemens Mobility Switzerland launches world's first Rail Depot ...,https://aws.amazon.com/blogs/alps/siemens-mobility-rail-depot-system-matterhorn-gotthard-railway/,Amazon,"Sep 22, 2023 ... The Glisergrund Depot of MGBahn now employs the world's first mobile cloud-based solution for depots, Controlguide® TrackOps Depot, as Software as a Service ( ...",Others
568,How 5 Google interns are making an impact this summer,https://blog.google/inside-google/googlers/how-5-google-interns-are-making-an-impact-this-summer/,Google,"Jul 25, 2024 ... Generative AI is experimental. Haiku-ish. Interns at Google Making a big ... Miranda, based in Sunnyvale, California, is a software engineering intern ...",Others
4437,Analyze AWS Microservices architecture to identify and address performance issues,https://aws.amazon.com/blogs/mt/analyze-aws-microservices-architecture-to-identify-and-address-performance-issues/,Amazon,"Mar 20, 2024 ... Mohanad Saleh is a Software Development Manager at Amazon Payment Services MENA, leading FORT payment gateway. ... What is Generative AI? AWS Cloud ...",Others
5662,How Synamedia delivers an optimized on-demand viewing experience with Cloud DVR on AWS,https://aws.amazon.com/blogs/media/how-synamedia-delivers-an-optimized-on-demand-viewing-experience-with-cloud-dvr-on-aws/,Amazon,"Aug 6, 2024 ... Activities such as operational system and software updates, disk replacement ... What is Artificial Intelligence (AI)? · What is Generative AI? What is ...",Others
1622,AI for IT: How To Solve Implementation Problems | Salesforce,https://www.salesforce.com/blog/ai-for-it/,Salesforce,"Jun 5, 2024 ... Automotive. Drive a lifetime of loyalty. Explore automotive solutions · OEM · Dealer/Retailers · Captive · Software-Defined Vehicle (SDV) ... Build generative AI ...",Others
3160,AWS announces new M&E Customer Experience Center in New York City,https://aws.amazon.com/blogs/media/aws-announces-new-me-customer-experience-center-in-new-york-city/,Amazon,"Oct 11, 2023 ... ... software Partners in film and TV production. The demonstration received ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
544,Chromebook Plus: more performance and AI capabilities,https://blog.google/intl/en-au/products/devices-services/chromebook-plus-more-performance-and-ai-capabilities/,Google,"Feb 19, 2024 ... ... software apps and tools, all at a starting price of $749 ... We're working to add generative AI backgrounds to your video calls, too5.",Others
6212,Unlocking SAP Preferred Success: Maximizing SAP Analytics Cloud Performance Optimization - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/unlocking-sap-preferred-success-maximizing-sap-analytics-cloud-performance/ba-p/13580749,SAP,"Sep 20, 2023 ... Simplifying SAP Implementations with Generative AI Innovations in Technology Blogs by Members Saturday; Three Ways to Deliver End-to-End Data and AI ...",Others
6854,Sales Support: What It Is and Why It's Essential,https://www.salesforce.com/blog/sales-support/,Salesforce,"Feb 13, 2024 ... (Back to top). Trending Articles. Productivity icons like email and chat on an illustration of a laptop with a blue background. 3 Ways Generative AI Will Help ...",Others
4184,Smiles gains advantages using serverless-first strategy with AWS,https://aws.amazon.com/blogs/industries/smiles-gains-advantages-using-serverless-first-strategy-with-aws/,Amazon,"Feb 14, 2024 ... Amazon EventBridge: The company used Amazon EventBridge to link to its software as a service (SaaS) applications, such as ZenDesk. ... What is Generative AI?",Others
4989,Identify AWS resources at risk across your multi-account environment with AWS Organizations integrations,https://aws.amazon.com/blogs/mt/identify-aws-resources-at-risk-across-your-multi-account-environment-with-aws-organizations-integrations/,Amazon,"May 29, 2024 ... Samir has an extensive software ... He is a core member of the Next Gen Developer Experience TFC, a Segment Retail Ambassador, and a GenAI Hero.",Others
4076,How Smart4Aviation and AWS modernize operations of leading airlines,https://aws.amazon.com/blogs/industries/how-smart4aviation-and-aws-modernize-operations-of-leading-airlines/,Amazon,"Feb 6, 2024 ... Data is persisted and shared between software nodes on Amazon EFS. Amazon ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
6539,Consuming SAP with SAP Build Apps - adding S/4HANA Cloud,https://community.sap.com/t5/technology-blogs-by-sap/consuming-sap-with-sap-build-apps-adding-s-4hana-cloud/ba-p/13695938,SAP,"Jun 5, 2024 ... It's a software as a service (SaaS) solution that's flexible, scalable, and ... Knowledge graphs for LLM grounding and avoiding hallucination in Technology Blogs ...",Others
4970,Let's Architect! Learn About Machine Learning on AWS | AWS ...,https://aws.amazon.com/blogs/architecture/lets-architect-learn-about-machine-learning-on-aws/,Amazon,"May 30, 2024 ... To power generative AI applications while keeping costs under control, AWS ... He's especially passionate about software engineering and the latest innovations in ...",Others
4161,Visualize Amazon QuickSight costs using AWS CUR and cost allocation tags,https://aws.amazon.com/blogs/business-intelligence/visualize-amazon-quicksight-costs-using-aws-cur-and-cost-allocation-tags/,Amazon,"Feb 12, 2024 ... Or maybe you have integrated QuickSight visuals in your software as a ... What is Generative AI? What is Machine Learning (ML)? · AWS Cloud Security ...",Others
1256,Generate Process Models with GenAI - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/generate-process-models-with-genai/ba-p/13760687,SAP,"Jul 13, 2024 ... The terms ""Large Language Model (LLM)"" and ""Generative AI"" are often used ... Software Product. SAP Signavio. Additional Software Product.",SE for FM/LLM/GenAI
3054,Beyond forecasting: The delicate balance of serving customers and growing your business,https://aws.amazon.com/blogs/machine-learning/beyond-forecasting-the-delicate-balance-of-serving-customers-and-growing-your-business/,Amazon,"Sep 28, 2023 ... In addition, AWS developed an open-source software package, AutoGluon, which ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press ...",Others
