id,company,activity,tasks,title,link
1147,Microsoft,3. Software Development,['3.2. Code generation'],PwR: Using representations for AI-powered software development,https://www.microsoft.com/en-us/research/blog/pwr-using-representations-for-ai-powered-software-development/
5322,Amazon,3. Software Development,"['3.2. Code generation', '3.1. Code completion']",Customize Amazon Q Developer (in your IDE) with your private code base,https://aws.amazon.com/blogs/aws/customize-amazon-q-developer-in-your-ide-with-your-private-code-base/
6405,SAP,3. Software Development,['3.2. Code generation'],A glimpse at our product strategy for Application ... - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/a-glimpse-at-our-product-strategy-for-application-development-automation/ba-p/13604754
337,Amazon,4. Software Quality Assurance,"['4.1. Vulnerability detection', '4.2. Test generation or automation']","Using Generative AI, Amazon Bedrock and Amazon CodeGuru to Improve Code Quality and Security",https://aws.amazon.com/blogs/devops/using-generative-ai-amazon-bedrock-and-amazon-codeguru-to-improve-code-quality-and-security/
412,Amazon,3. Software Development,"['3.2. Code generation', '3.1. Code completion']",Maximizing Cloud Value with Generative AI on AWS using IBM Cloud Accelerators,https://aws.amazon.com/blogs/apn/maximizing-cloud-value-with-generative-ai-on-aws-using-ibm-cloud-accelerators/
4664,Amazon,3. Software Development,['3.2. Code generation'],Quickly go from Idea to PR with CodeCatalyst using Amazon Q,https://aws.amazon.com/blogs/devops/quickly-go-from-idea-to-pr-with-codecatalyst-using-amazon-q/
830,IBM,3. Software Development,"['3.2. Code generation', '3.3. Code summarization']",IBM's Granite code model family is going open source - IBM Research,https://research.ibm.com/blog/granite-code-models-open-source
5475,Amazon,3. Software Development,"['3.2. Code generation', '3.5. Code understanding']",Mistral Large 2 is now available in Amazon Bedrock | AWS Machine ...,https://aws.amazon.com/blogs/machine-learning/mistral-large-2-is-now-available-in-amazon-bedrock/
6249,SAP,3. Software Development,['3.2. Code generation'],SAP Business Application Studio – the year that was - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/sap-business-application-studio-the-year-that-was/ba-p/13573914
6380,SAP,3. Software Development,['3.2. Code generation'],SAP Build and SAP Build Code: Comprehensive Tools ... - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/sap-build-and-sap-build-code-comprehensive-tools-for-novice-to-expert/ba-p/13585174
1299,SAP,3. Software Development,"['3.2. Code generation', '3.1. Code completion']",SAP Sapphire 2024: What's new for Application Deve... - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/sap-sapphire-2024-what-s-new-for-application-development-automation-and/ba-p/13736396
5668,Amazon,3. Software Development,['3.5. Code understanding'],Code Clarity: Enhancing Code Understanding and Efficiency with Amazon Q Developer,https://aws.amazon.com/blogs/devops/code-clarity-enhancing-code-understanding-and-efficiency-with-amazon-q-developer/
609,Google,3. Software Development,"['3.1. Code completion', '3.2. Code generation']",Gemma Family Expands with Models Tailored for Developers and Researchers,https://developers.googleblog.com/en/gemma-family-expands-with-models-tailored-for-developers-and-researchers/
3857,Amazon,3. Software Development,['3.2. Code generation'],Custom Post-launch actions and Deployment scripting using AWS Systems Manager and Amazon CodeWhisperer,https://aws.amazon.com/blogs/mt/custom-post-launch-actions-and-deployment-scripting-using-aws-systems-manager-and-amazon-codewhisperer/
4391,Amazon,5. Software Maintenance,['5.8. Code transformation or modernization'],Save time converting Terraform templates to AWS using Amazon Bedrock,https://aws.amazon.com/blogs/infrastructure-and-automation/save-time-converting-terraform-templates-to-aws-using-amazon-bedrock/
319,Amazon,3. Software Development,"['3.2. Code generation', '3.1. Code completion']",Accelerate software development and leverage your business data with generative AI assistance from Amazon Q,https://aws.amazon.com/blogs/machine-learning/accelerate-software-development-and-leverage-your-business-data-with-generative-ai-assistance-from-amazon-q/
5241,Amazon,5. Software Maintenance,['5.8. Code transformation or modernization'],Modernize your Java application with Amazon Q Developer | AWS ...,https://aws.amazon.com/blogs/devops/modernize-your-java-application-with-amazon-q-developer/
694,Google,3. Software Development,"['3.1. Code completion', '3.2. Code generation']",Elevating software development with Duet AI and strategic partners ...,https://cloud.google.com/blog/products/ai-machine-learning/elevating-software-development-with-duet-ai-and-strategic-partners
6464,SAP,3. Software Development,['3.8. Code assistant'],SAP Build Code on SAP BTP Trial,https://community.sap.com/t5/technology-blogs-by-sap/sap-build-code-is-now-on-sap-btp-trial/ba-p/13642626
3685,Amazon,3. Software Development,"['3.1. Code completion', '3.2. Code generation']","New – Code Editor, based on Code-OSS VS Code Open Source now available in Amazon SageMaker Studio",https://aws.amazon.com/blogs/machine-learning/new-code-editor-based-on-code-oss-vs-code-open-source-now-available-in-amazon-sagemaker-studio/
388,Amazon,5. Software Maintenance,"['5.8. Code transformation or modernization', '5.4. Software operations']",Karsun Solutions builds modernization platform using Amazon Bedrock,https://aws.amazon.com/blogs/publicsector/karsun-solutions-builds-modernization-platform-using-amazon-bedrock/
6000,IBM,4. Software Quality Assurance,['4.3. Debugging'],Probable Root Cause: Accelerating incident remediation with causal ...,https://www.ibm.com/blog/probable-root-cause-accelerating-incident-remediation-with-causal-ai/
5418,Amazon,4. Software Quality Assurance,['4.1. Vulnerability detection'],How Mend.io unlocked hidden patterns in CVE data with Anthropic Claude on Amazon Bedrock,https://aws.amazon.com/blogs/machine-learning/how-mend-io-unlocked-hidden-patterns-in-cve-data-with-anthropic-claude-on-amazon-bedrock/
688,Google,3. Software Development,['3.2. Code generation'],AlloyDB and Vertex AI integration for generative AI | Google Cloud ...,https://cloud.google.com/blog/products/databases/alloydb-and-vertex-ai-integration-for-generative-ai
5741,Google,3. Software Development,['3.2. Code generation'],What's new and what's next with Google Cloud databases | Google ...,https://cloud.google.com/blog/products/databases/whats-new-and-whats-next-with-google-cloud-databases
886,Microsoft,3. Software Development,['3.2. Code generation'],Leverage Large Language Models such as ChatGPT for your Ecommerce System,https://techcommunity.microsoft.com/t5/azure-architecture-blog/leverage-large-language-models-such-as-chatgpt-for-your/ba-p/4100471
397,Amazon,3. Software Development,['3.2. Code generation'],Geospatial generative AI with Amazon Bedrock and Amazon Location Service,https://aws.amazon.com/blogs/machine-learning/geospatial-generative-ai-with-amazon-bedrock-and-amazon-location-service/
4913,Amazon,3. Software Development,['3.2. Code generation'],How AWS Partners are Driving Innovation and Efficiency with Amazon Bedrock and Amazon Q,https://aws.amazon.com/blogs/apn/how-aws-partners-are-driving-innovation-and-efficiency-with-amazon-bedrock-and-amazon-q/
1483,CISCO,4. Software Quality Assurance,['4.1. Vulnerability detection'],Cisco Hypershield - Combatting Unknown Vulnerabilities,https://blogs.cisco.com/security/cisco-hypershield-our-vision-to-combat-unknown-vulnerabilities
