id,company,activity,tasks,title,link
154,Nvidia,2. Data Management,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']",Leverage the Latest Open Models for Synthetic Data Generation with NVIDIA Nemotron-4 340B,https://developer.nvidia.com/blog/leverage-our-latest-open-models-for-synthetic-data-generation-with-nvidia-nemotron-4-340b/
6620,Oracle,6. System Architecture and Orchestration,"['6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","Develop XR With Oracle, Ep. 6: Summarizer + Generator using Database, Vision AI, Cohere, Hugging Face, and Open AI",https://blogs.oracle.com/developers/post/develop-xr-with-oracle-ep-6-content-summarizer-generator-using-database-vision-ai-cohere-hugging-face-and-open-ai
1745,AMD,5. Model Deployment and Operation,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling']",How Infinigence Provides Fast Generative AI Acceleration Solutions on AMD GPUs - AMD ...,https://community.amd.com/t5/ai/how-infinigence-provides-fast-generative-ai-acceleration/ba-p/663284
2143,Nvidia,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Available Now: NVIDIA AI Accelerated DGL and PyG Containers for GNNs,https://developer.nvidia.com/blog/available-now-nvidia-ai-accelerated-dgl-and-pyg-containers-for-gnns/
1154,Microsoft,5. Model Deployment and Operation,"['5.5. Model Quantization, Pruning, or Distillation']",LLM profiling guides KV cache optimization - Microsoft Research,https://www.microsoft.com/en-us/research/blog/llm-profiling-guides-kv-cache-optimization/
4803,Amazon,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",Deploy LLMs in AWS GovCloud (US) Regions using Hugging Face Inference Containers,https://aws.amazon.com/blogs/publicsector/deploy-llms-in-aws-govcloud-us-regions-using-hugging-face-inference-containers/
165,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Join the First NVIDIA LLM Developer Day: Elevate Your App-Building Skills,https://developer.nvidia.com/blog/join-the-first-nvidia-llm-developer-day-elevate-your-app-building-skills/
1346,Oracle,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Early LLM serving experience and performance results with AMD Instinct MI300X GPUs,https://blogs.oracle.com/cloud-infrastructure/post/llm-performance-results-amd-instinct-mi300x-gpus
164,Nvidia,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",Elevate Enterprise Generative AI App Development with NVIDIA AI on Azure Machine Learning,https://developer.nvidia.com/blog/elevate-enterprise-generative-ai-app-development-with-nvidia-ai-on-azure-machine-learning/
3212,Amazon,4. Evaluation and Quality Assurance,"['4.6. Model Risk and Trust', '4.5. Model Safety and Compliance']",Securing generative AI: An introduction to the Generative AI Security Scoping Matrix,https://aws.amazon.com/blogs/security/securing-generative-ai-an-introduction-to-the-generative-ai-security-scoping-matrix/
3895,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],AWS AI Backend Developed by Avahi Enables WittGen Biotechnology to Help Fight Cancer,https://aws.amazon.com/blogs/apn/aws-ai-backend-developed-by-avahi-enables-wittgen-biotechnology-to-help-fight-cancer/
1129,Microsoft,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']",Build 2024 Recap: Bridging the chasm between your ML and app devs,https://devblogs.microsoft.com/semantic-kernel/build-2024-recap-bridging-the-chasm-between-your-ml-and-app-devs/
1370,Oracle,2. Data Management,['2.4. Feature Engineering'],Unlock the Power of Oracle AI: Near Real-Time data to Feed Your RAG,https://blogs.oracle.com/ateam/post/oracle-ai-near-real-time-data-to-feed-your-rag
4935,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],How LeadSquared accelerated chatbot deployments with generative AI using Amazon Bedrock and Amazon Aurora PostgreSQL,https://aws.amazon.com/blogs/database/how-leadsquared-accelerated-chatbot-deployments-with-generative-ai-using-amazon-bedrock-and-amazon-aurora-postgresql/
5239,Amazon,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Integrating Amazon Bedrock in your .NET applications | .NET on ...,https://aws.amazon.com/blogs/dotnet/getting-started-with-amazon-bedrock-in-net-applications/
1091,Microsoft,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Introducing the v1.0.0 Beta1 for the .NET Semantic Kernel SDK,https://devblogs.microsoft.com/semantic-kernel/introducing-the-v1-0-0-beta1-for-the-net-semantic-kernel-sdk/
1737,Qcom,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],How to Quadruple LLM Decoding Performance with Speculative Decoding (SpD) and Microscaling (MX) Formats on Qualcomm® Cloud AI 100,https://www.qualcomm.com/developer/blog/2024/03/quadruple-llm-decoding-performance-speculative-decoding-spd-microscaling-mx-formats
2951,Amazon,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],Future-proof Your AI at the Edge with AWS | AWS for Industries,https://aws.amazon.com/blogs/industries/future-proof-your-ai-at-the-edge-with-aws/
378,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Private network for data movement in generative AI | Networking ...,https://aws.amazon.com/blogs/networking-and-content-delivery/private-network-for-data-movement-in-generative-ai/
2341,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],New Standard for Speech Recognition and Translation from the NVIDIA NeMo Canary Model,https://developer.nvidia.com/blog/new-standard-for-speech-recognition-and-translation-from-the-nvidia-nemo-canary-model/
7051,Alibaba,2. Data Management,['2.2. Dataset Cleaning and Preparation'],Alibaba Cloud Open Sources Toolkits for Video Generation Model Development,https://www.alibabacloud.com/blog/alibaba-cloud-open-sources-toolkits-for-video-generation-model-development_601005
1089,Microsoft,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Azure Cosmos DB Conf 2024: Accelerating Innovation in AI and Data,https://devblogs.microsoft.com/cosmosdb/azure-cosmos-db-conf-2024-accelerating-innovation-in-ai-and-data/
361,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Learn how Amazon Pharmacy created their LLM-based chat-bot using Amazon SageMaker,https://aws.amazon.com/blogs/machine-learning/learn-how-amazon-pharmacy-created-their-llm-based-chat-bot-using-amazon-sagemaker/
2438,Nvidia,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Generative AI Agents Developer Contest: Top Tips for Getting Started,https://developer.nvidia.com/blog/generative-ai-agents-developer-contest-top-tips-for-getting-started/
1301,SAP,2. Data Management,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation']",Generative AI: Some thoughts on using Embeddings - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/generative-ai-some-thoughts-on-using-embeddings/ba-p/13601637
3138,Amazon,2. Data Management,['2.1. Dataset Collection'],Index your web crawled content using the new Web Crawler for Amazon Kendra,https://aws.amazon.com/blogs/machine-learning/index-your-web-crawled-content-using-the-new-web-crawler-for-amazon-kendra/
968,Microsoft,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Manufacturing for tomorrow: Microsoft announces new industrial AI innovations from the cloud to the factory floor,https://blogs.microsoft.com/blog/2024/04/17/manufacturing-for-tomorrow-microsoft-announces-new-industrial-ai-innovations-from-the-cloud-to-the-factory-floor/
2367,Nvidia,3. Model Fine-Tuning,"['3.3. Reinforcement Learning from Human Feedback (RLHF)', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","Enhance Text-to-Image Fine-Tuning with DRaFT+, Now Part of NVIDIA NeMo",https://developer.nvidia.com/blog/enhance-text-to-image-fine-tuning-with-draft-now-part-of-nvidia-nemo/
4660,Amazon,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",Use Kubernetes Operators for new inference capabilities in Amazon SageMaker that reduce LLM deployment costs by 50% on average,https://aws.amazon.com/blogs/machine-learning/use-kubernetes-operators-for-new-inference-capabilities-in-amazon-sagemaker-that-reduce-llm-deployment-costs-by-50-on-average/
120,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],How to Take a RAG Application from Pilot to Production in Four Steps,https://developer.nvidia.com/blog/how-to-take-a-rag-application-from-pilot-to-production-in-four-steps/
1923,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Gen AI Healthcare Accelerated: Dozens of Companies Adopt Meta Llama 3 NIM,https://blogs.nvidia.com/blog/llama-3-nim-healthcare-generative-ai/
1329,SAP,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],The Power Duo: SAP HANA Cloud and SAP Datasphere Enabling IDA & Gen-AI Driven Solutions - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/the-power-duo-sap-hana-cloud-and-sap-datasphere-enabling-ida-amp-gen-ai/ba-p/13712028
2387,Nvidia,5. Model Deployment and Operation,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']","NVIDIA TensorRT 10.0 Upgrades Usability, Performance, and AI Model Support",https://developer.nvidia.com/blog/nvidia-tensorrt-10-0-upgrades-usability-performance-and-ai-model-support/
1787,Nvidia,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",A Mine-Blowing Breakthrough: Open-Ended AI Agent Voyager Autonomously Plays ‘Minecraft’,https://blogs.nvidia.com/blog/ai-jim-fan/
65,Nvidia,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']",NVIDIA Supercharges Digital Marketing With Greater Control Over Generative AI,https://blogs.nvidia.com/blog/nvidia-supercharges-marketing-agencies-generative-ai/
1437,Oracle,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",Machine learning enhanced real time fraud detection on OCI with NVIDIA Triton Inference Server,https://blogs.oracle.com/cloud-infrastructure/post/nvidia-triton-oci-enhances-fraud-detection
92,Nvidia,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Large Language Models up to 4x Faster on RTX With TensorRT-LLM for Windows,https://blogs.nvidia.com/blog/tensorrt-llm-windows-stable-diffusion-rtx/
1261,SAP,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']","How SAP's Generative AI Hub facilitates embedded, ... - SAP ...",https://community.sap.com/t5/technology-blogs-by-sap/how-sap-s-generative-ai-hub-facilitates-embedded-trustworthy-and-reliable/ba-p/13596153
192,Nvidia,3. Model Fine-Tuning,['3.2. Low-Rank Adaptation (LoRA) for Foundation Models'],Power Text-Generation Applications with Mistral NeMo 12B Running on a Single GPU,https://developer.nvidia.com/blog/power-text-generation-applications-with-mistral-nemo-12b-running-on-a-single-gpu/
4518,Amazon,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",Scale LLMs with PyTorch 2.0 FSDP on Amazon EKS – Part 2 | AWS ...,https://aws.amazon.com/blogs/machine-learning/scale-llms-with-pytorch-2-0-fsdp-on-amazon-eks-part-2/
413,Amazon,6. System Architecture and Orchestration,"['6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']","Build generative AI applications with Amazon Titan Text Premier, Amazon Bedrock, and AWS CDK",https://aws.amazon.com/blogs/machine-learning/build-generative-ai-applications-with-amazon-titan-text-premier-amazon-bedrock-and-aws-cdk/
4090,Amazon,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],Improve the performance of generative AI workloads on Amazon Aurora with Optimized Reads and pgvector,https://aws.amazon.com/blogs/database/accelerate-generative-ai-workloads-on-amazon-aurora-with-optimized-reads-and-pgvector/
362,Amazon,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Designing generative AI workloads for resilience | AWS Machine ...,https://aws.amazon.com/blogs/machine-learning/designing-generative-ai-workloads-for-resilience/
945,Microsoft,4. Evaluation and Quality Assurance,['4.5. Model Safety and Compliance'],HiddenLayer Model Scanner helps developers assess the security of open models in the model catalog,https://techcommunity.microsoft.com/t5/ai-ai-platform-blog/hiddenlayer-model-scanner-helps-developers-assess-the-security/ba-p/4140576
2581,Nvidia,2. Data Management,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']",Accelerate AI Infrastructure Using an NVIDIA BlueField-3 DPU Integration with DDN Storage,https://developer.nvidia.com/blog/accelerate-ai-infrastructure-using-an-nvidia-bluefield-3-dpu-integration-with-ddn-storage/
396,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],eSentire delivers private and secure generative AI interactions to customers with Amazon SageMaker,https://aws.amazon.com/blogs/machine-learning/esentire-delivers-private-and-secure-generative-ai-interactions-to-customers-with-amazon-sagemaker/
309,Amazon,2. Data Management,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']",Scenario Diffusion helps Zoox vehicles navigate safety-critical situations,https://www.amazon.science/blog/scenario-diffusion-helps-zoox-vehicles-navigate-safety-critical-situations
5714,Google,5. Model Deployment and Operation,"['5.5. Model Quantization, Pruning, or Distillation']",Neural network pruning with combinatorial optimization,http://research.google/blog/neural-network-pruning-with-combinatorial-optimization/
837,IBM,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']",What is AI inferencing? - IBM Research,https://research.ibm.com/blog/AI-inference-explained
2836,Amazon,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],How Amazon's Search M5 team optimizes compute resources and ...,https://aws.amazon.com/blogs/hpc/how-amazons-search-m5-team-optimizes-compute-resources-and-cost-with-fair-share-scheduling-on-aws-batch/
1047,Microsoft,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Anticipating the future of physical systems design - Azure Government,https://devblogs.microsoft.com/azuregov/anticipating-the-future-of-physical-systems-design/
3698,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Foundational data protection for enterprise LLM acceleration with Protopia AI,https://aws.amazon.com/blogs/machine-learning/foundational-data-protection-for-enterprise-llm-acceleration-with-protopia-ai/
3643,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],AWS Clean Rooms ML helps customers and partners apply ML models without sharing raw data (preview),https://aws.amazon.com/blogs/aws/aws-clean-rooms-ml-helps-customers-and-partners-apply-ml-models-without-sharing-raw-data-preview/
807,IBM,4. Evaluation and Quality Assurance,['4.6. Model Risk and Trust'],How to use foundation models and trusted governance to manage ...,https://www.ibm.com/blog/how-to-use-foundation-models-and-trusted-governance-to-manage-ai-workflow-risk/
2633,Nvidia,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining']",Building Spatial Intelligence from Real-World 3D Data Using Deep-Learning Framework fVDB,https://developer.nvidia.com/blog/building-spatial-intelligence-from-real-world-3d-data-using-deep-learning-framework-fvdb/
10,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],At Your Microservice: NVIDIA Smooths Businesses' Journey to ...,https://blogs.nvidia.com/blog/microservices-ai-enterprise/
4053,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Build generative AI applications with Amazon Aurora and Amazon Bedrock Knowledge Bases,https://aws.amazon.com/blogs/database/build-generative-ai-applications-with-amazon-aurora-and-knowledge-bases-for-amazon-bedrock/
41,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],NVIDIA and Google Cloud Collaborate to Accelerate AI Development,https://blogs.nvidia.com/blog/nvidia-google-cloud-ai-development/
1257,SAP,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],"AI Foundation, SAP's all-in-one AI toolkit for dev... - SAP Community",https://community.sap.com/t5/technology-blogs-by-sap/ai-foundation-sap-s-all-in-one-ai-toolkit-for-developers/ba-p/13581014
4227,Amazon,6. System Architecture and Orchestration,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']",Improving staff productivity at Enel using Amazon Bedrock | AWS for ...,https://aws.amazon.com/blogs/industries/improving-staff-productivity-at-enel-using-amazon-bedrock/
6,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],"'We Created a Processor for the Generative AI Era,' NVIDIA CEO Says",https://blogs.nvidia.com/blog/2024-gtc-keynote/
467,Google,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],Advances in private training for production on-device language models,http://research.google/blog/advances-in-private-training-for-production-on-device-language-models/
4723,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Knowledge Bases in Amazon Bedrock now simplifies asking ...,https://aws.amazon.com/blogs/machine-learning/knowledge-bases-in-amazon-bedrock-now-simplifies-asking-questions-on-a-single-document/
879,Microsoft,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],"Welcoming Mistral, Phi, Jais, Code Llama, NVIDIA Nemotron, and more to the Azure AI Model Catalog",https://techcommunity.microsoft.com/t5/ai-machine-learning-blog/welcoming-mistral-phi-jais-code-llama-nvidia-nemotron-and-more/ba-p/3982699
7021,Alibaba,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Quickly Building a RAG Service on Compute Nest with LLM on PAI-EAS and,https://www.alibabacloud.com/blog/quickly-building-a-rag-service-on-compute-nest-with-llm-on-pai-eas-and-analyticdb-for-postgresql_600783
905,Microsoft,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],"Year in review: How Microsoft Copilot, Microsoft Teams, and our partners built a stronger ecosystem",https://techcommunity.microsoft.com/t5/microsoft-teams-blog/year-in-review-how-microsoft-copilot-microsoft-teams-and-our/ba-p/4013328
2255,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Optimizing OpenFold Training for Drug Discovery | NVIDIA ...,https://developer.nvidia.com/blog/optimizing-openfold-training-for-drug-discovery/
4200,Amazon,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",A light in the dark—illuminating dark data with the OSDU Data Platform,https://aws.amazon.com/blogs/industries/a-light-in-the-dark-illuminating-dark-data-with-the-osdu-data-platform/
408,Amazon,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']",Building a generative AI reservoir simulation assistant with Stone Ridge Technology,https://aws.amazon.com/blogs/industries/building-a-generative-ai-reservoir-simulation-assistant-with-stone-ridge-technology/
2072,Nvidia,2. Data Management,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']",How to Train Autonomous Mobile Robots to Detect Warehouse Pallet Jacks Using Synthetic Data,https://developer.nvidia.com/blog/how-to-train-autonomous-mobile-robots-to-detect-warehouse-pallet-jacks-using-synthetic-data/
437,Google,4. Evaluation and Quality Assurance,"['4.2. Testing Strategies for FM/LLM/GenAI Models', '4.3. Model Fairness and Bias', '4.1. Model Evaluation', '4.6. Model Risk and Trust', '4.5. Model Safety and Compliance']",Responsible AI at Google Research: Adversarial testing for generative AI safety,http://research.google/blog/responsible-ai-at-google-research-adversarial-testing-for-generative-ai-safety/
4196,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Build a contextual chatbot application using Knowledge Bases for ...,https://aws.amazon.com/blogs/machine-learning/build-a-contextual-chatbot-application-using-knowledge-bases-for-amazon-bedrock/
1098,Microsoft,6. System Architecture and Orchestration,"['6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']",Customer Case Study: Visma Spcs Improves Customer Experience with Semantic Kernel,https://devblogs.microsoft.com/semantic-kernel/customer-study-visma-improves-customer-experience-with-semantic-kernel/
3751,Amazon,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],Amazon Titan Embeddings for enhanced content recommendations to power 1:1 personalization,https://aws.amazon.com/blogs/industries/amazon-titan-embeddings-for-enhanced-content-recommendations-to-power-11-personalization/
1085,Microsoft,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Build intelligent apps for Microsoft 365 with Teams Toolkit,https://devblogs.microsoft.com/microsoft365dev/build-intelligent-apps-for-microsoft-365-with-teams-toolkit/
358,Amazon,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],Building an AI simulation assistant with agentic workflows | AWS ...,https://aws.amazon.com/blogs/hpc/building-an-ai-simulation-assistant-with-agentic-workflows/
1269,SAP,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],Harnessing Generative AI Capabilities with SAP HANA Cloud Vector Engine - Part 1 [Architecture] - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/harnessing-generative-ai-capabilities-with-sap-hana-cloud-vector-engine/ba-p/13649019
1571,Salesforce,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],"Vector Databases, Built for the AI Era, Make Your AI Better – Here's ...",https://www.salesforce.com/blog/vector-database/
28,Nvidia,4. Evaluation and Quality Assurance,['4.1. Model Evaluation'],Acing the Test: NVIDIA Turbocharges Generative AI Training in MLPerf Benchmarks,https://blogs.nvidia.com/blog/scaling-ai-training-mlperf/
4936,Amazon,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","Executive Conversations: Putting generative AI to work in omnichannel customer service with Prashant Singh, Chief Operating Officer at LeadSquared",https://aws.amazon.com/blogs/database/executive-conversations-putting-generative-ai-to-work-in-omnichannel-customer-service-with-prashant-singh-chief-operating-officer-at-leadsquared/
6546,SAP,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],CI/CD with SAP AI Core - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/ci-cd-with-sap-ai-core/ba-p/13708965
7100,Alibaba,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Quickly Deploy Stable Diffusion for Text-to-Image Generation in EAS,https://www.alibabacloud.com/blog/quickly-deploy-stable-diffusion-for-text-to-image-generation-in-eas_601067
981,Microsoft,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Microsoft and G42 partner to accelerate AI innovation in UAE and beyond,https://blogs.microsoft.com/blog/2024/04/15/microsoft-and-g42-partner-to-accelerate-ai-innovation-in-uae-and-beyond/
452,Google,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Spoken question answering and speech continuation using a spectrogram-powered LLM,http://research.google/blog/spoken-question-answering-and-speech-continuation-using-a-spectrogram-powered-llm/
3086,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Create an HCLS document summarization application with Falcon using Amazon SageMaker JumpStart,https://aws.amazon.com/blogs/machine-learning/create-an-hcls-document-summarization-application-with-falcon-using-amazon-sagemaker-jumpstart/
1844,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Speak Like a Native: NVIDIA Parlays Win in Voice Challenge,https://blogs.nvidia.com/blog/generative-voice-challenge/
532,Google,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],"Google: Gemini API, Imagen 2, Duet AI and more updates",https://blog.google/technology/ai/google-gemini-pro-imagen-duet-ai-update/
859,Microsoft,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI']",Bringing Generative AI to Semiconductor and Electronics Design,https://techcommunity.microsoft.com/t5/azure-high-performance-computing/bringing-generative-ai-to-semiconductor-and-electronics-design/ba-p/3982313
37,Nvidia,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']","NVIDIA Advances Accelerated Computing, Generative AI at AWS re:Invent",https://blogs.nvidia.com/blog/generative-ai-aws-reinvent/
306,Amazon,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],More-efficient recovery from failures during large-ML-model training,https://www.amazon.science/blog/more-efficient-recovery-from-failures-during-large-ml-model-training
1173,Microsoft,7. Prompt Construction,"['7.1. Automated Prompt Generation', '7.2. Prompt Engineering Techniques']",LLMLingua: Innovating LLM efficiency with prompt compression,https://www.microsoft.com/en-us/research/blog/llmlingua-innovating-llm-efficiency-with-prompt-compression/
1307,SAP,6. System Architecture and Orchestration,['6. System Architecture'],Integrating AI with SAPUI5 Fiori Apps: Part 1 - Concept - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/integrating-ai-with-sapui5-fiori-apps-part-1-concept/ba-p/13734579
4401,Amazon,7. Prompt Construction,['7.2. Prompt Engineering Techniques'],Unlock the potential of generative AI in industrial operations | AWS ...,https://aws.amazon.com/blogs/machine-learning/unlock-the-potential-of-generative-ai-in-industrial-operations/
18,Nvidia,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],Software Developers Launch OpenUSD and Generative AI-Powered Product Configurators Built on NVIDIA Omniverse,https://blogs.nvidia.com/blog/3d-product-configurators-omniverse-openusd/
4515,Amazon,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Provide live agent assistance for your chatbot users with Amazon Lex and Talkdesk cloud contact center,https://aws.amazon.com/blogs/machine-learning/provide-live-agent-assistance-for-your-chatbot-users-with-amazon-lex-and-talkdesk-cloud-contact-center/
2456,Nvidia,6. System Architecture and Orchestration,['6.4. Guardrails for FM/LLM/GenAI'],Building Safer LLM Apps with LangChain Templates and NVIDIA NeMo Guardrails,https://developer.nvidia.com/blog/building-safer-llm-apps-with-langchain-templates-and-nvidia-nemo-guardrails/
7053,Alibaba,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Build RAG Applications with Spring Cloud Alibaba AI - Alibaba ...,https://www.alibabacloud.com/blog/build-rag-applications-with-spring-cloud-alibaba-ai_601472
2222,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Emulating the Attention Mechanism in Transformer Models with a Fully Convolutional Network,https://developer.nvidia.com/blog/emulating-the-attention-mechanism-in-transformer-models-with-a-fully-convolutional-network/
3398,Amazon,2. Data Management,['2.1. Dataset Collection'],Using Fleet Training to Improve Level 3 Digital Twin Virtual Sensors with Ansys on AWS,https://aws.amazon.com/blogs/hpc/using-fleet-training-to-improve-l3-digital-twin-virtual-sensors-with-ansys-on-aws/
1281,SAP,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']",Harness the Power of Generative AI for Enterprise ... - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/harness-the-power-of-generative-ai-for-enterprise-automation/ba-p/13776901
880,Microsoft,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Microsoft and Hugging Face deepen generative AI partnership,https://techcommunity.microsoft.com/t5/ai-ai-platform-blog/microsoft-and-hugging-face-deepen-generative-ai-partnership/ba-p/4144565
1398,Oracle,2. Data Management,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']",Leading Industry Analysts Comment on the Release of Oracle Database 23ai,https://blogs.oracle.com/database/post/oracle-database-23ai-industry-analyst-reactions
882,Microsoft,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],The LLM Latency Guidebook: Optimizing Response Times for GenAI Applications,https://techcommunity.microsoft.com/t5/ai-azure-ai-services-blog/the-llm-latency-guidebook-optimizing-response-times-for-genai/ba-p/4131994
