id,category,confidence,activities,activities_confidence
4935,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '7.2. Prompt Engineering Techniques']","[9, 8, 7, 7, 6, 6]"
5239,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '2.6. RAG for FM/LLM/GenAI']","[9, 7, 3]"
1091,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 4, 5]"
1737,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']","[9, 7]"
2951,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 6]"
378,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7, 6]"
2341,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[8, 7, 7, 6, 5]"
7051,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6, 5]"
2082,8. Others,2,"['Others', 'Others']","[2, 2]"
1089,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining']","[9, 8, 7, 6]"
6590,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.2. Model Deployment on Device', '6.1. Model and Prompt Chaining']","[8, 5, 5, 3]"
361,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 7, 6, 4]"
1876,8. Others,10,['8.. Others'],[10]
2584,8. Others,10,['8.. Others'],[10]
2438,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '5.5. Model Quantization, Pruning, or Distillation', '2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 7, 6, 6, 3]"
1301,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '4.1. Model Evaluation', '4.6. Model Risk and Trust']","[9, 7, 6, 5]"
3138,2. Data Management,4,"['2.1. Dataset Collection', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[4, 6]"
968,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 8, 7, 6]"
2367,3. Model Fine-Tuning,8,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '4.1. Model Evaluation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 6, 7, 5]"
4660,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 5]"
120,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 8, 7]"
1923,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
1329,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.1. Dataset Collection']","[9, 8, 7, 7, 4]"
2387,5. Model Deployment,9,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 7]"
1787,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '7.1. Automated Prompt Generation', '5.2. Model Deployment on Device']","[9, 7, 6, 4]"
65,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '2.6. RAG for FM/LLM/GenAI']","[8, 7, 4]"
1437,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '4.1. Model Evaluation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 6]"
92,5. Model Deployment,8,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 6, 6]"
1261,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '4.5. Model Safety and Compliance', '2.6. RAG for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 8, 7, 7, 7, 6, 6]"
192,5. Model Deployment,9,"['5.5. Model Quantization, Pruning, or Distillation', '5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '5.2. Model Deployment on Device']","[9, 8, 8, 7, 6]"
4518,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '6. System Architecture', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 7, 5]"
413,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '5.1. Model Deployment on Cloud', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7, 7, 7]"
4090,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8]"
362,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '2.5. Specialized Databases for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '4.6. Model Risk and Trust']","[8, 7, 6, 5]"
945,4. Evaluation,9,"['4.5. Model Safety and Compliance', '4.2. Testing Strategies for FM/LLM/GenAI Models', '4.6. Model Risk and Trust', '5.1. Model Deployment on Cloud']","[9, 8, 8, 7]"
2581,8. Others,1,['Others'],[1]
396,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '2.6. RAG for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.5. Model Safety and Compliance']","[9, 8, 7, 7, 7, 7, 6]"
309,2. Data Management,9,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 6]"
5714,5. Model Deployment,9,"['5.5. Model Quantization, Pruning, or Distillation', '4.1. Model Evaluation']","[9, 7]"
2571,8. Others,10,['8.. Others'],[10]
837,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '5.1. Model Deployment on Cloud']","[9, 8, 7]"
2836,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7]"
1047,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 6]"
3698,4. Evaluation,9,"['4.5. Model Safety and Compliance', '2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 7, 6]"
516,5. Model Deployment,8,"['5.2. Model Deployment on Device', '2.1. Dataset Collection', '2.4. Feature Engineering', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.2. Testing Strategies for FM/LLM/GenAI Models']","[8, 7, 6, 6, 5]"
3643,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '4.1. Model Evaluation']","[9, 8, 6, 5]"
807,4. Evaluation,9,"['4.6. Model Risk and Trust', '2.2. Dataset Cleaning and Preparation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 7]"
2633,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation']","[8, 7, 3]"
10,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 7]"
4053,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 7, 7, 6]"
41,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 3]"
1257,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.4. Model Serving and Scaling']","[9, 8, 7, 7]"
4227,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7, 7, 6]"
6,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']","[9, 7, 4]"
467,5. Model Deployment,8,"['5.5. Model Quantization, Pruning, or Distillation', '5.2. Model Deployment on Device', '4.5. Model Safety and Compliance', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection']","[8, 9, 9, 7, 6]"
4723,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7]"
879,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '4.5. Model Safety and Compliance']","[9, 8, 5, 5]"
7021,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[10, 8, 7]"
905,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 7, 6]"
2507,2. Data Management,9,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '4.1. Model Evaluation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 7, 6, 6]"
2255,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.5. Model Quantization, Pruning, or Distillation']","[9, 7, 6]"
4200,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.1. Dataset Collection']","[9, 8, 7, 6]"
408,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 8, 7, 7, 6, 6]"
5328,8. Others,10,['8.. Others'],[10]
2072,2. Data Management,9,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '4.1. Model Evaluation']","[9, 8, 7]"
437,4. Evaluation,9,"['4.2. Testing Strategies for FM/LLM/GenAI Models', '2.1. Dataset Collection', '4.3. Model Fairness and Bias', '4.1. Model Evaluation', '4.6. Model Risk and Trust']","[9, 8, 7, 7, 7]"
4196,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 8, 7, 6, 6]"
1098,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.1. Model Evaluation', '6.1. Model and Prompt Chaining']","[9, 8, 7, 6, 5]"
3751,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 7, 7, 6, 6]"
1085,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.1. Model Deployment on Cloud']","[9, 7, 6]"
358,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 8, 8, 7, 7]"
1269,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7, 7]"
1571,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '4.1. Model Evaluation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 4, 3]"
28,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection']","[8, 7, 3]"
4936,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 7]"
6546,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '2.6. RAG for FM/LLM/GenAI']","[8, 8, 5, 3]"
743,6. System Architecture,8,"['* 6.6. AI-assisted Software Development for SDVs', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '4.6. Model Risk and Trust']","[8, 6, 7, 4, 5]"
7100,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation']","[9, 3, 2]"
981,5. Model Deployment,3,['5.1. Model Deployment on Cloud'],[3]
452,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.4. Feature Engineering', '4.1. Model Evaluation', '5.2. Model Deployment on Device', '6.1. Model and Prompt Chaining']","[9, 7, 8, 5, 6]"
3086,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7, 7]"
1844,5. Model Deployment,7,"['5.5. Model Quantization, Pruning, or Distillation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device']","[7, 6, 5, 5, 5]"
532,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.4. Model Serving and Scaling']","[9, 8, 4, 7]"
859,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '7.2. Prompt Engineering Techniques', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 7, 7, 6]"
37,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 6]"
306,5. Model Deployment,8,"['5.5. Model Quantization, Pruning, or Distillation', '5.3. Model Monitoring', '4.1. Model Evaluation']","[8, 4, 3]"
1173,7. Prompt Engineering,9,"['7.1. Automated Prompt Generation', '7.2. Prompt Engineering Techniques', '4.1. Model Evaluation']","[9, 8, 7]"
1307,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '7.2. Prompt Engineering Techniques', '5.4. Model Serving and Scaling']","[8, 7, 4, 3, 3]"
4401,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 8, 7, 7, 6]"
18,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '6.1. Model and Prompt Chaining']","[8, 6, 5]"
4515,6. System Architecture,8,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[8, 7, 7, 5]"
2456,6. System Architecture,9,"['6.4. Guardrails for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.5. Model Safety and Compliance']","[9, 7, 7]"
7053,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 7, 7, 6]"
2222,5. Model Deployment,9,"['5.5. Model Quantization, Pruning, or Distillation', '5.2. Model Deployment on Device', '5.4. Model Serving and Scaling', '4.1. Model Evaluation']","[9, 8, 7, 6]"
3398,8. Others,0,['Others'],[0]
2131,8. Others,10,['8.. Others'],[10]
1281,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.1. Automated Prompt Generation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI', '4.1. Model Evaluation']","[9, 8, 7, 6, 4]"
880,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 3]"
1398,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining']","[9, 8, 6]"
1811,8. Others,10,['8.. Others'],[10]
882,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '7.2. Prompt Engineering Techniques', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 7, 3]"
1266,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 7, 6]"
3559,8. Others,1,"['Others', '2.1. Dataset Collection', '2.5. Specialized Databases for FM/LLM/GenAI', '6.1. Model and Prompt Chaining']","[1, 4, 3, 2]"
6686,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7, 7, 6]"
5318,6. System Architecture,10,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI']","[10, 8, 7, 6, 4]"
2326,2. Data Management,9,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.4. Feature Engineering', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 8, 7, 6]"
871,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 7, 6, 7]"
5775,8. Others,10,['8.. Others'],[10]
2180,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 7, 7, 6]"
3614,6. System Architecture,7,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI']","[7, 6]"
5104,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7, 5]"
2439,5. Model Deployment,8,"['5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[8, 7, 6]"
834,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.1. Dataset Collection', '5.4. Model Serving and Scaling', '2.2. Dataset Cleaning and Preparation', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models']","[8, 8, 7, 6, 5, 4]"
5303,7. Prompt Engineering,8,"['7.2. Prompt Engineering Techniques', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 7, 6]"
194,5. Model Deployment,9,"['5.2. Model Deployment on Device', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 7, 6]"
1397,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 5]"
1973,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '4.1. Model Evaluation', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 7, 7, 3]"
4805,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '4.1. Model Evaluation', '5.4. Model Serving and Scaling']","[9, 8, 7, 8, 7, 7, 6]"
6625,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation', '2.6. RAG for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation']","[8, 7, 6, 4]"
1134,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '5.1. Model Deployment on Cloud']","[9, 8, 7, 7, 5]"
3649,2. Data Management,7,"['2.6. RAG for FM/LLM/GenAI', '2.1. Dataset Collection', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.1. Model Evaluation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[7, 6, 6, 5, 4]"
2118,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 6, 3]"
15,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.2. Model Deployment on Device', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 7, 8, 6]"
2047,5. Model Deployment,8,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling']","[8, 7]"
3796,8. Others,10,['8.. Others'],[10]
2467,8. Others,10,['8.. Others'],[10]
117,3. Model Fine-Tuning,8,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '2.4. Feature Engineering', '4.1. Model Evaluation', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '7.2. Prompt Engineering Techniques']","[8, 7, 7, 6, 7, 7, 7, 6]"
93,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection']","[8, 7, 6]"
3825,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 4, 3]"
3750,3. Model Fine-Tuning,9,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '5.1. Model Deployment on Cloud', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 7]"
