id,category,confidence,activities,activities_confidence
5714,5. Model Deployment,10,"['5.5. Model Quantization, Pruning, or Distillation']",[10]
2571,8. Others,10,['8.. Others'],[10]
837,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation']","[9, 5, 7]"
2836,5. Model Deployment,8,"['5.3. Model Monitoring', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[8, 9, 7]"
1047,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[8, 6, 5]"
3698,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '5.3. Model Monitoring', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']","[9, 4, 4, 3]"
516,8. Others,10,['8.. Others'],[10]
3643,2. Data Management,8,"['2.2. Dataset Cleaning and Preparation', '5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6]"
807,4. Evaluation,9,"['4.5. Model Safety and Compliance', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.3. Model Fairness and Bias', '4.4. Model Explainability and Interpretability']","[9, 8, 7, 7]"
2633,2. Data Management,8,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '2.3. Dataset Labeling and Annotation', '2.4. Feature Engineering', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.1. Model and Prompt Chaining']","[8, 7, 5, 6, 7, 6, 4]"
10,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 6, 7]"
4053,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[10, 8, 7]"
41,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7, 6]"
1257,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 8, 7, 7, 6]"
4227,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 6]"
6,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[8, 5, 7]"
467,5. Model Deployment,10,"['5.2. Model Deployment on Device', '2.6. RAG for FM/LLM/GenAI', '4.5. Model Safety and Compliance']","[10, 8, 9]"
4723,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[10, 8, 7]"
879,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '4.5. Model Safety and Compliance']","[9, 8, 7, 6]"
7021,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7]"
905,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 7]"
2507,8. Others,2,['8.. Others'],[2]
2255,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '5.1. Model Deployment on Cloud']","[9, 4, 3]"
4200,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 6]"
408,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 6]"
5328,8. Others,10,['8.. Others'],[10]
2072,2. Data Management,8,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.3. Dataset Labeling and Annotation']","[8, 7, 6]"
437,4. Evaluation,10,"['4.5. Model Safety and Compliance', '4.2. Testing Strategies for FM/LLM/GenAI Models', '4.6. Model Risk and Trust']","[10, 9, 8]"
4196,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[10, 8, 7]"
1098,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining']","[9, 8, 7]"
3751,2. Data Management,9,"['2.4. Feature Engineering', '2.5. Specialized Databases for FM/LLM/GenAI', '4.1. Model Evaluation']","[9, 8, 7]"
1085,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6. System Architecture', '2.6. RAG for FM/LLM/GenAI', '2. Data Management']","[9, 8, 7, 6]"
358,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
1269,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud']","[9, 8, 7]"
1571,2. Data Management,10,"['2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.4. Guardrails for FM/LLM/GenAI']","[10, 8, 5]"
28,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.4. Model Serving and Scaling']","[9, 8]"
4936,6. System Architecture,8,"['6.4. Guardrails for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[8, 7, 6]"
6546,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '2.6. RAG for FM/LLM/GenAI']","[8, 6, 4]"
743,8. Others,2,['8.. Others'],[2]
7100,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '5.3. Model Monitoring']","[9, 7, 4]"
981,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7]"
452,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 8, 7]"
3086,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '7.2. Prompt Engineering Techniques', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 7, 6, 5]"
1844,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device']","[9, 7, 6]"
532,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 7, 8]"
859,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 7]"
37,5. Model Deployment,9,"['5. Model Deployment', '6. System Architecture', '2. Data Management']","[9, 8, 6]"
306,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI']","[8, 4]"
1173,7. Prompt Engineering,9,"['7.1. Automated Prompt Generation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8]"
1307,6. System Architecture,10,['6. System Architecture'],[10]
4401,2. Data Management,9,"['2.4. Feature Engineering', '2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 7]"
18,6. System Architecture,8,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '7.2. Prompt Engineering Techniques']","[8, 6]"
4515,6. System Architecture,7,['6.2. Workflow Orchestration for FM/LLM/GenAI'],[7]
2456,6. System Architecture,10,"['6.4. Guardrails for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[10, 8, 6]"
7053,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation', '2.5. Specialized Databases for FM/LLM/GenAI']","[10, 8, 9]"
2222,3. Model Fine-Tuning,5,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.4. Feature Engineering', '5.4. Model Serving and Scaling']","[5, 4, 3]"
3398,2. Data Management,8,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.3. Dataset Labeling and Annotation', '2.4. Feature Engineering', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.4. Model Serving and Scaling', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 6, 9, 5, 7, 6, 8]"
2131,8. Others,10,['8.. Others'],[10]
1281,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '* 3. Fine-Tuning of Pre-Trained Models', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 7, 8]"
880,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7, 6]"
1398,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
1811,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '2.4. Feature Engineering', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '5.4. Model Serving and Scaling']","[9, 7, 6, 5, 5, 8]"
882,5. Model Deployment,8,"['5.3. Model Monitoring', '5.4. Model Serving and Scaling', '7.1. Automated Prompt Generation', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 9, 7, 6]"
1266,3. Model Fine-Tuning,9,"['3. Model Fine-Tuning', '2.5. Specialized Databases for FM/LLM/GenAI', '5. Model Deployment', '2.2. Dataset Cleaning and Preparation', '2.4. Feature Engineering']","[9, 8, 7, 6, 6]"
3559,8. Others,10,['8.. Others'],[10]
6686,6. System Architecture,9,"['6.1. Model and Prompt Chaining', '2.5. Specialized Databases for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 8, 7]"
5318,7. Prompt Engineering,8,"['7.1. Automated Prompt Generation', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7]"
2326,2. Data Management,10,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.3. Dataset Labeling and Annotation', '2.4. Feature Engineering', '2.5. Specialized Databases for FM/LLM/GenAI']","[10, 9, 7, 6, 5]"
871,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.1. Dataset Collection', '3. Model Fine-Tuning']","[9, 7, 5]"
5775,2. Data Management,8,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[8, 7, 6]"
2180,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 7]"
3614,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '7.2. Prompt Engineering Techniques']","[9, 7]"
5104,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7]"
2439,5. Model Deployment,9,"['5.2. Model Deployment on Device', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8]"
834,3. Model Fine-Tuning,9,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '2.4. Feature Engineering', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 7, 6]"
5303,3. Model Fine-Tuning,8,"['3.3. Reinforcement Learning from Human Feedback (RLHF)', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '7.2. Prompt Engineering Techniques', '6.1. Model and Prompt Chaining']","[8, 7, 7, 9, 6]"
194,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 7, 6]"
1397,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 5, 7]"
1973,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '2.3. Dataset Labeling and Annotation', '5.5. Model Quantization, Pruning, or Distillation']","[9, 7, 8, 7, 5]"
4805,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '5.4. Model Serving and Scaling']","[9, 9, 8, 7]"
6625,8. Others,10,['8.. Others'],[10]
1134,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
3649,2. Data Management,9,"['2.3. Dataset Labeling and Annotation', '5.4. Model Serving and Scaling']","[9, 7]"
2118,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.3. Dataset Labeling and Annotation']","[9, 8, 7]"
15,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 6]"
2047,5. Model Deployment,10,"['5.4. Model Serving and Scaling', '5.2. Model Deployment on Device']","[10, 8]"
3796,5. Model Deployment,8,"['5.3. Model Monitoring', '5.4. Model Serving and Scaling', '2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud']","[8, 7, 6, 6]"
2467,2. Data Management,7,"['2.2. Dataset Cleaning and Preparation', '5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device']","[7, 4, 4]"
117,2. Data Management,9,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '5.4. Model Serving and Scaling', '5.3. Model Monitoring', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 9, 8, 7, 7]"
93,5. Model Deployment,9,"['5.2. Model Deployment on Device', '2.1. Dataset Collection', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 7, 8]"
3825,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud']","[8, 4, 7]"
3750,3. Model Fine-Tuning,10,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[10, 9, 8]"
102,4. Evaluation,9,"['4.5. Model Safety and Compliance', '4.6. Model Risk and Trust', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 5]"
1268,2. Data Management,9,"['2.4. Feature Engineering', '2.1. Dataset Collection', '7.1. Automated Prompt Generation', '7.2. Prompt Engineering Techniques']","[9, 8, 7, 7]"
861,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[9, 8, 7]"
461,4. Evaluation,9,"['4.5. Model Safety and Compliance', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '4.3. Model Fairness and Bias', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 6, 8, 7]"
2526,2. Data Management,7,"['2.2. Dataset Cleaning and Preparation', '5.1. Model Deployment on Cloud']","[7, 8]"
32,6. System Architecture,9,['6.2. Workflow Orchestration for FM/LLM/GenAI'],[9]
7027,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '2. Data Management', '4.1. Model Evaluation']","[9, 7, 6]"
641,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation']","[9, 8, 4]"
1861,8. Others,1,['8.. Others'],[1]
1046,6. System Architecture,8,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[8, 7, 6]"
6311,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7]"
5267,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.5. Specialized Databases for FM/LLM/GenAI', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 6, 8, 5, 7, 9]"
916,5. Model Deployment,10,"['5. Model Deployment', '2.6. RAG for FM/LLM/GenAI', '4.6. Model Risk and Trust']","[10, 3, 2]"
530,5. Model Deployment,8,"['5. Model Deployment', '4.1. Model Evaluation', '3. Model Fine-Tuning', '6. System Architecture']","[8, 7, 6, 6]"
873,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
78,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device']","[9, 8, 8]"
5181,2. Data Management,9,"['2.3. Dataset Labeling and Annotation', '2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection']","[9, 7, 6]"
7031,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.5. Model Quantization, Pruning, or Distillation']","[9, 9]"
6073,6. System Architecture,9,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],[9]
1247,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '4.1. Model Evaluation']","[9, 7, 6]"
4559,5. Model Deployment,10,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation']","[10, 7, 8]"
89,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device', '5.4. Model Serving and Scaling']","[9, 8, 7]"
622,5. Model Deployment,10,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[10, 7, 9]"
6094,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '7.2. Prompt Engineering Techniques']","[9, 8, 6]"
697,4. Evaluation,9,"['4.5. Model Safety and Compliance', '4.6. Model Risk and Trust', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 5]"
1388,2. Data Management,9,"['2.4. Feature Engineering', '2.1. Dataset Collection', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 6, 8]"
335,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '4.6. Model Risk and Trust']","[9, 7, 6, 5, 4]"
2280,6. System Architecture,8,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining']","[8, 7, 5]"
5004,5. Model Deployment,10,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[10, 8]"
79,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 7, 8]"
2165,2. Data Management,8,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.4. Feature Engineering']","[8, 7, 6]"
352,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '2.6. RAG for FM/LLM/GenAI']","[9, 7, 5]"
1443,5. Model Deployment,9,"['5.3. Model Monitoring', '4.1. Model Evaluation', '4.5. Model Safety and Compliance']","[9, 8, 5]"
5439,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 8, 5, 6, 8]"
7055,6. System Architecture,9,"['6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7]"
1348,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 7, 6]"
188,2. Data Management,10,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.3. Dataset Labeling and Annotation', '2.5. Specialized Databases for FM/LLM/GenAI']","[10, 8, 3, 7]"
6458,8. Others,10,['8.. Others'],[10]
1272,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7]"
6672,2. Data Management,8,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation', '2.4. Feature Engineering', '5.4. Model Serving and Scaling']","[8, 6, 5, 7]"
2288,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '2.1. Dataset Collection', '3.3. Reinforcement Learning from Human Feedback (RLHF)']","[9, 7, 5, 5]"
3139,5. Model Deployment,9,"['5.2. Model Deployment on Device', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8]"
1251,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '7.1. Automated Prompt Generation', '5.1. Model Deployment on Cloud']","[9, 8, 7, 7, 6]"
1004,5. Model Deployment,7,"['5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.6. Model Risk and Trust']","[7, 6, 5]"
2578,6. System Architecture,8,"['6.4. Guardrails for FM/LLM/GenAI', '5.2. Model Deployment on Device', '6.2. Workflow Orchestration for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[8, 9, 7, 6]"
152,4. Evaluation,9,"['4.1. Model Evaluation', '5.4. Model Serving and Scaling', '5.3. Model Monitoring']","[9, 7, 6]"
1308,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
2229,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '6.4. Guardrails for FM/LLM/GenAI']","[9, 8, 6, 5]"
4788,6. System Architecture,8,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 6]"
4732,5. Model Deployment,10,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[10, 3, 9]"
138,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[10, 8, 7, 6]"
3624,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8]"
860,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 10]"
5725,2. Data Management,10,['2.5. Specialized Databases for FM/LLM/GenAI'],[10]
5326,2. Data Management,4,"['2.6. RAG for FM/LLM/GenAI', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '2.3. Dataset Labeling and Annotation']","[4, 3, 3, 2]"
3130,2. Data Management,9,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.3. Dataset Labeling and Annotation']","[9, 6, 5]"
2587,2. Data Management,9,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.3. Dataset Labeling and Annotation', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7, 8]"
442,5. Model Deployment,8,"['5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation', '4.5. Model Safety and Compliance']","[8, 4, 7]"
900,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 6]"
3568,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 8, 6]"
3551,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 8, 7, 6]"
1194,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 8, 5]"
